10138021|8801073115095|20300|0|0|0|0|0|0|0|0|||||||||20220524|20220619|0000|2359
10138021|0096089|20300|0|0|0|0|0|0|0|0|||||||||20220524|20220619|0000|2359
10138021|0096090|20300|0|0|0|0|0|0|0|0|||||||||20220524|20220619|0000|2359
10138021|8801073114739|20300|0|0|0|0|0|0|0|0|||||||||20220524|20220619|0000|2359
10138021|0096091|20900|0|0|0|0|0|0|0|0|||||||||20220524|20220619|0000|2359
10138021|8801073114746|20900|0|0|0|0|0|0|0|0|||||||||20220524|20220619|0000|2359
10122021|0091975|8500|0|0|0|0|0|0|0|0|||||||||20220127|20220630|0000|2359
10122021|8993200664900|8500|0|0|0|0|0|0|0|0|||||||||20220127|20220630|0000|2359
10122021|0089351|8200|0|0|0|0|0|0|0|0|||||||||20220127|20220630|0000|2359
10122021|8993200664054|8200|0|0|0|0|0|0|0|0|||||||||20220127|20220630|0000|2359
10122021|0089352|8200|0|0|0|0|0|0|0|0|||||||||20220127|20220630|0000|2359
10122021|8993200664061|8200|0|0|0|0|0|0|0|0|||||||||20220127|20220630|0000|2359
10122021|0089353|8500|0|0|0|0|0|0|0|0|||||||||20220127|20220630|0000|2359
10122021|8993200664078|8500|0|0|0|0|0|0|0|0|||||||||20220127|20220630|0000|2359
10122021|8993200664917|8500|0|0|0|0|0|0|0|0|||||||||20220127|20220630|0000|2359
10132561|0054786|7000|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898962434|7000|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898963912|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|0067413|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898967958|7000|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|0067412|7000|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898968733|3200|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|0070544|3200|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|0078594|3200|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898968771|3200|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898962199|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|0035938|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|0035937|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898962205|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|0054789|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|331662|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898962663|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|0054788|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898962649|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|331661|7800|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|0054787|7000|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898962632|7000|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|0038255|7000|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
10132561|8999898962182|7000|0|0|0|0|0|0|0|0|||||||||20220407|20220630|0000|2359
